DATA_BASE,TIPO_DESENROLA,UNIDADE_FEDERACAO,NOME_CONGLOMERADO_FINANCEIRO,NUMERO_OPERACOES,VOLUME_OPERACOES,MES,TRIMESTRE,ANO,MEDIA_OPERACAO,FAIXA_VOLUME,LOG_NUMERO_OPERACOES,LOG_VOLUME_OPERACOES
2023-09-01,2,RR,VOTORANTIM,13,115647.06,9,Q3,2023,8895.927692307692,Volume Alto,2.6390573296152584,11.658306892767483
2023-09-01,2,RS,BB,690,4555144.25,9,Q3,2023,6601.658333333334,Volume Alto,6.53813982376767,15.33176797620291
2023-09-01,2,RS,BRADESCO,286,1702925.03,9,Q3,2023,5954.283321678322,Volume Alto,5.659482215759621,14.34785852358699
2023-09-01,2,RS,BTG PACTUAL,77,491758.08,9,Q3,2023,6386.4685714285715,Volume Alto,4.356708826689592,13.105744200747841
2023-09-01,2,RS,CAIXA ECONÔMICA FEDERAL,1742,3838467.05,9,Q3,2023,2203.4828071182546,Volume Alto,7.463363045520021,15.160583899651558
2023-09-01,2,RS,INTER,70,336269.06,9,Q3,2023,4803.843714285715,Volume Alto,4.2626798770413155,12.725669866111284
2023-09-01,2,RS,ITAU,4496,10106841.1,9,Q3,2023,2247.962878113879,Volume Alto,8.411165786770708,16.128723188099105
2023-09-01,2,RS,SANTANDER,6257,25087196.18,9,Q3,2023,4009.4607927121624,Volume Alto,8.741615924228828,17.037868201460817
2023-09-01,2,RS,VOTORANTIM,314,1923797.55,9,Q3,2023,6126.743789808917,Volume Alto,5.752572638825633,14.469812200983766
2023-09-01,2,SC,BB,700,5224154.6,9,Q3,2023,7463.0779999999995,Volume Alto,6.55250788703459,15.468803735099723
2023-09-01,2,SC,BRADESCO,294,2265196.53,9,Q3,2023,7704.750102040815,Volume Alto,5.68697535633982,14.63317252280975
2023-09-01,2,SC,BTG PACTUAL,53,532260.69,9,Q3,2023,10042.654528301886,Volume Alto,3.9889840465642745,13.184890545877616
2023-09-01,2,SC,CAIXA ECONÔMICA FEDERAL,1119,2612825.58,9,Q3,2023,2334.9647721179626,Volume Alto,7.02108396428914,14.775943174141082
2023-09-01,2,SC,INTER,57,217159.84,9,Q3,2023,3809.821754385965,Volume Alto,4.060443010546419,12.28839355612758
2023-09-01,2,SC,ITAU,3238,8092387.62,9,Q3,2023,2499.193211859172,Volume Alto,8.08301991917133,15.906434501326684
2023-09-01,2,SC,SANTANDER,3540,15670806.31,9,Q3,2023,4426.781443502825,Volume Alto,8.172164452111904,16.567310132469064
2023-09-01,2,SC,VOTORANTIM,354,2616491.07,9,Q3,2023,7391.217711864407,Volume Alto,5.872117789475416,14.777345074023517
2023-09-01,2,SE,BB,233,1396925.16,9,Q3,2023,5995.3869527896995,Volume Alto,5.455321115357702,14.149784780721907
2023-09-01,2,SE,BCO DO EST. DE SE S.A.,104,578089.76,9,Q3,2023,5558.555384615384,Volume Alto,4.653960350157523,13.267486159548955
2023-09-01,2,SE,BRADESCO,58,219746.57,9,Q3,2023,3788.7339655172414,Volume Alto,4.07753744390572,12.300234757465805
